"activity" "subjectId" "variable" "value"
"standing" 11 "meanFrequencyBodyAccelerationStandardDeviation-Y" -0.94205434
"standing" 11 "meanFrequencyBodyAccelerationStandardDeviation-Z" -0.97532047
"standing" 11 "meanFrequencyBodyBodyAccelerationJerkMagnitudeMean" -0.9533102
"standing" 11 "meanFrequencyBodyBodyAccelerationJerkMagnitudeStandardDeviation" -0.94143881
"standing" 11 "meanFrequencyBodyBodyGyroscopeJerkMagnitudeMean" -0.9691224
"standing" 11 "meanFrequencyBodyBodyGyroscopeJerkMagnitudeStandardDeviation" -0.96594422
"standing" 11 "meanFrequencyBodyBodyGyroscopeMagnitudeMean" -0.96315542
"standing" 11 "meanFrequencyBodyBodyGyroscopeMagnitudeStandardDeviation" -0.96374543
"standing" 11 "meanFrequencyBodyGyroscopeMean-X" -0.952866965
"standing" 11 "meanFrequencyBodyGyroscopeMean-Y" -0.98386241
"standing" 11 "meanFrequencyBodyGyroscopeMean-Z" -0.95627413
"standing" 11 "meanFrequencyBodyGyroscopeStandardDeviation-X" -0.970965055
"standing" 11 "meanFrequencyBodyGyroscopeStandardDeviation-Y" -0.990059995
"standing" 11 "meanFrequencyBodyGyroscopeStandardDeviation-Z" -0.962742385
"standing" 11 "meanTimeBodyAccelerationJerkMagnitudeMean" -0.977283
"standing" 11 "meanTimeBodyAccelerationJerkMagnitudeStandardDeviation" -0.948422915
"standing" 11 "meanTimeBodyAccelerationJerkMean-X" 0.0850567935
"standing" 11 "meanTimeBodyAccelerationJerkMean-Y" 0.0484157275
"standing" 11 "meanTimeBodyAccelerationJerkMean-Z" -0.00655649775
"standing" 11 "meanTimeBodyAccelerationJerkStandardDeviation-X" -0.963263105
"standing" 11 "meanTimeBodyAccelerationJerkStandardDeviation-Y" -0.956429385
"standing" 11 "meanTimeBodyAccelerationJerkStandardDeviation-Z" -0.98231109
"standing" 11 "meanTimeBodyAccelerationMagnitudeMean" -0.973018775
"standing" 11 "meanTimeBodyAccelerationMagnitudeStandardDeviation" -0.949595955
"standing" 11 "meanTimeBodyAccelerationMean-X" 0.27285549
"standing" 11 "meanTimeBodyAccelerationMean-Y" -0.0240660055
"standing" 11 "meanTimeBodyAccelerationMean-Z" -0.10390072
"standing" 11 "meanTimeBodyAccelerationStandardDeviation-X" -0.97988363
"standing" 11 "meanTimeBodyAccelerationStandardDeviation-Y" -0.93647613
"standing" 11 "meanTimeBodyAccelerationStandardDeviation-Z" -0.974387225
"standing" 11 "meanTimeBodyGyroscopeJerkMagnitudeMean" -0.98485877
"standing" 11 "meanTimeBodyGyroscopeJerkMagnitudeStandardDeviation" -0.9667386
"standing" 11 "meanTimeBodyGyroscopeJerkMean-X" -0.0838631045
"standing" 11 "meanTimeBodyGyroscopeJerkMean-Y" -0.036056577
"standing" 11 "meanTimeBodyGyroscopeJerkMean-Z" -0.033371406
"standing" 11 "meanTimeBodyGyroscopeJerkStandardDeviation-X" -0.961040155
"standing" 11 "meanTimeBodyGyroscopeJerkStandardDeviation-Y" -0.982815065
"standing" 11 "meanTimeBodyGyroscopeJerkStandardDeviation-Z" -0.97791635
"standing" 11 "meanTimeBodyGyroscopeMagnitudeMean" -0.935153045
"standing" 11 "meanTimeBodyGyroscopeMagnitudeStandardDeviation" -0.95915
"standing" 11 "meanTimeBodyGyroscopeMean-X" -0.078305496
"standing" 11 "meanTimeBodyGyroscopeMean-Y" -0.131501155
"standing" 11 "meanTimeBodyGyroscopeMean-Z" 0.077268165
"standing" 11 "meanTimeBodyGyroscopeStandardDeviation-X" -0.96647581
"standing" 11 "meanTimeBodyGyroscopeStandardDeviation-Y" -0.987254135
"standing" 11 "meanTimeBodyGyroscopeStandardDeviation-Z" -0.958296495
"standing" 11 "meanTimeGravityAccelerationMagnitudeMean" -0.973018775
"standing" 11 "meanTimeGravityAccelerationMagnitudeStandardDeviation" -0.949595955
"standing" 11 "meanTimeGravityAccelerationMean-X" 0.93750413
"standing" 11 "meanTimeGravityAccelerationMean-Y" -0.172343855
"standing" 11 "meanTimeGravityAccelerationMean-Z" 0.22207886
"standing" 11 "meanTimeGravityAccelerationStandardDeviation-X" -0.983119445
"standing" 11 "meanTimeGravityAccelerationStandardDeviation-Y" -0.980201085
"standing" 11 "meanTimeGravityAccelerationStandardDeviation-Z" -0.973580035
"walking" 26 "meanFrequencyBodyAccelerationJerkMean-X" -0.617413920799583
"walking" 26 "meanFrequencyBodyAccelerationJerkMean-Y" -0.622662198304167
"walking" 26 "meanFrequencyBodyAccelerationJerkMean-Z" -0.724234254125
"walking" 26 "meanFrequencyBodyAccelerationJerkStandardDeviation-X" -0.612312219306667
"walking" 26 "meanFrequencyBodyAccelerationJerkStandardDeviation-Y" -0.598041970142917
"walking" 26 "meanFrequencyBodyAccelerationJerkStandardDeviation-Z" -0.744693438791667
"walking" 26 "meanFrequencyBodyAccelerationMagnitudeMean" -0.52686664664625
"walking" 26 "meanFrequencyBodyAccelerationMagnitudeStandardDeviation" -0.5803786237575
"walking" 26 "meanFrequencyBodyAccelerationMean-X" -0.55799366027375
"walking" 26 "meanFrequencyBodyAccelerationMean-Y" -0.512795660234167
"walking" 26 "meanFrequencyBodyAccelerationMean-Z" -0.663611710604167
"walking" 26 "meanFrequencyBodyAccelerationStandardDeviation-X" -0.503815829633333
"walking" 26 "meanFrequencyBodyAccelerationStandardDeviation-Y" -0.49156862359125
"walking" 26 "meanFrequencyBodyAccelerationStandardDeviation-Z" -0.65006412725
"walking" 26 "meanFrequencyBodyBodyAccelerationJerkMagnitudeMean" -0.5958197088
"walking" 26 "meanFrequencyBodyBodyAccelerationJerkMagnitudeStandardDeviation" -0.593618753297917
"walking" 26 "meanFrequencyBodyBodyGyroscopeJerkMagnitudeMean" -0.778216552125
"walking" 26 "meanFrequencyBodyBodyGyroscopeJerkMagnitudeStandardDeviation" -0.775587847875
"walking" 26 "meanFrequencyBodyBodyGyroscopeMagnitudeMean" -0.709649170875
"walking" 26 "meanFrequencyBodyBodyGyroscopeMagnitudeStandardDeviation" -0.727632661441667
"walking" 26 "meanFrequencyBodyGyroscopeMean-X" -0.6240868380625
"walking" 26 "meanFrequencyBodyGyroscopeMean-Y" -0.7471717415
"walking" 26 "meanFrequencyBodyGyroscopeMean-Z" -0.6139758234625
"walking" 26 "meanFrequencyBodyGyroscopeStandardDeviation-X" -0.735076815266667
"walking" 26 "meanFrequencyBodyGyroscopeStandardDeviation-Y" -0.752889471541667
"walking" 26 "meanFrequencyBodyGyroscopeStandardDeviation-Z" -0.670254758541667
"walking" 26 "meanTimeBodyAccelerationJerkMagnitudeMean" -0.619742177958333
"walking" 26 "meanTimeBodyAccelerationJerkMagnitudeStandardDeviation" -0.593000353695
"walking" 26 "meanTimeBodyAccelerationJerkMean-X" 0.0805271657941667
"walking" 26 "meanTimeBodyAccelerationJerkMean-Y" 0.00483737169733333
"walking" 26 "meanTimeBodyAccelerationJerkMean-Z" -0.00868948039375
"walking" 26 "meanTimeBodyAccelerationJerkStandardDeviation-X" -0.596947612917917
"walking" 26 "meanTimeBodyAccelerationJerkStandardDeviation-Y" -0.597802079064171
"walking" 26 "meanTimeBodyAccelerationJerkStandardDeviation-Z" -0.734912477708333
"walking" 26 "meanTimeBodyAccelerationMagnitudeMean" -0.498099025207917
"walking" 26 "meanTimeBodyAccelerationMagnitudeStandardDeviation" -0.5117970759
"walking" 26 "meanTimeBodyAccelerationMean-X" 0.27707186075
"walking" 26 "meanTimeBodyAccelerationMean-Y" -0.0183906329089125
"walking" 26 "meanTimeBodyAccelerationMean-Z" -0.110436054620833
"walking" 26 "meanTimeBodyAccelerationStandardDeviation-X" -0.5177027062375
"walking" 26 "meanTimeBodyAccelerationStandardDeviation-Y" -0.476096454437083
"walking" 26 "meanTimeBodyAccelerationStandardDeviation-Z" -0.635776778583333
"walking" 26 "meanTimeBodyGyroscopeJerkMagnitudeMean" -0.747518718416667
"walking" 26 "meanTimeBodyGyroscopeJerkMagnitudeStandardDeviation" -0.770010727833333
"walking" 26 "meanTimeBodyGyroscopeJerkMean-X" -0.0971605398470833
"walking" 26 "meanTimeBodyGyroscopeJerkMean-Y" -0.0403053067809583
"walking" 26 "meanTimeBodyGyroscopeJerkMean-Z" -0.0542770612758333
"walking" 26 "meanTimeBodyGyroscopeJerkStandardDeviation-X" -0.660510248586667
"walking" 26 "meanTimeBodyGyroscopeJerkStandardDeviation-Y" -0.795595732708333
"walking" 26 "meanTimeBodyGyroscopeJerkStandardDeviation-Z" -0.717500807291667
"walking" 26 "meanTimeBodyGyroscopeMagnitudeMean" -0.616844952216667
"walking" 26 "meanTimeBodyGyroscopeMagnitudeStandardDeviation" -0.68787089535125
"walking" 26 "meanTimeBodyGyroscopeMean-X" -0.0182291503854167
"walking" 26 "meanTimeBodyGyroscopeMean-Y" -0.0837091090064167
"walking" 26 "meanTimeBodyGyroscopeMean-Z" 0.086936252598125
"walking" 26 "meanTimeBodyGyroscopeStandardDeviation-X" -0.7077521449125
"walking" 26 "meanTimeBodyGyroscopeStandardDeviation-Y" -0.74917047575
"walking" 26 "meanTimeBodyGyroscopeStandardDeviation-Z" -0.6300449195125
"walking" 26 "meanTimeGravityAccelerationMagnitudeMean" -0.498099025207917
"walking" 26 "meanTimeGravityAccelerationMagnitudeStandardDeviation" -0.5117970759
"walking" 26 "meanTimeGravityAccelerationMean-X" 0.669997072625
"walking" 26 "meanTimeGravityAccelerationMean-Y" 0.0628951108375
"walking" 26 "meanTimeGravityAccelerationMean-Z" 0.194038950263333
"walking" 26 "meanTimeGravityAccelerationStandardDeviation-X" -0.97018344
"walking" 26 "meanTimeGravityAccelerationStandardDeviation-Y" -0.954373349845833
"walking" 26 "meanTimeGravityAccelerationStandardDeviation-Z" -0.952050736541667
"walking" 27 "meanFrequencyBodyAccelerationJerkMean-X" -0.714554678365692
"walking" 27 "meanFrequencyBodyAccelerationJerkMean-Y" -0.694509658473138
"walking" 27 "meanFrequencyBodyAccelerationJerkMean-Z" -0.76857445225266
"walking" 27 "meanFrequencyBodyAccelerationJerkStandardDeviation-X" -0.712857956529255
"walking" 27 "meanFrequencyBodyAccelerationJerkStandardDeviation-Y" -0.675744794384308
"walking" 27 "meanFrequencyBodyAccelerationJerkStandardDeviation-Z" -0.797303408218085
"walking" 27 "meanFrequencyBodyAccelerationMagnitudeMean" -0.667185803946808
"walking" 27 "meanFrequencyBodyAccelerationMagnitudeStandardDeviation" -0.734883056953989
"walking" 27 "meanFrequencyBodyAccelerationMean-X" -0.681454795855319
"walking" 27 "meanFrequencyBodyAccelerationMean-Y" -0.641267840429521
"walking" 27 "meanFrequencyBodyAccelerationMean-Z" -0.715482857547872
"walking" 27 "meanFrequencyBodyAccelerationStandardDeviation-X" -0.654659392263298
"walking" 27 "meanFrequencyBodyAccelerationStandardDeviation-Y" -0.649506674776596
"walking" 27 "meanFrequencyBodyAccelerationStandardDeviation-Z" -0.692130765962766
"walking" 27 "meanFrequencyBodyBodyAccelerationJerkMagnitudeMean" -0.688572791044947
"walking" 27 "meanFrequencyBodyBodyAccelerationJerkMagnitudeStandardDeviation" -0.707531366315426
"walking" 27 "meanFrequencyBodyBodyGyroscopeJerkMagnitudeMean" -0.837585999827128
"walking" 27 "meanFrequencyBodyBodyGyroscopeJerkMagnitudeStandardDeviation" -0.848260021656915
"walking" 27 "meanFrequencyBodyBodyGyroscopeMagnitudeMean" -0.785953610106383
"walking" 27 "meanFrequencyBodyBodyGyroscopeMagnitudeStandardDeviation" -0.777810418832447
"walking" 27 "meanFrequencyBodyGyroscopeMean-X" -0.768505711292553
"walking" 27 "meanFrequencyBodyGyroscopeMean-Y" -0.795433953608777
"walking" 27 "meanFrequencyBodyGyroscopeMean-Z" -0.702788513114362
"walking" 27 "meanFrequencyBodyGyroscopeStandardDeviation-X" -0.806288410297872
"walking" 27 "meanFrequencyBodyGyroscopeStandardDeviation-Y" -0.808791849202128
"walking" 27 "meanFrequencyBodyGyroscopeStandardDeviation-Z" -0.697147299066489
"walking" 27 "meanTimeBodyAccelerationJerkMagnitudeMean" -0.70180744799867
"walking" 27 "meanTimeBodyAccelerationJerkMagnitudeStandardDeviation" -0.696003354282979
"walking" 27 "meanTimeBodyAccelerationJerkMean-X" 0.0768320396617021
"walking" 27 "meanTimeBodyAccelerationJerkMean-Y" 0.00617714992829521
"walking" 27 "meanTimeBodyAccelerationJerkMean-Z" -0.00495000607441489
"walking" 27 "meanTimeBodyAccelerationJerkStandardDeviation-X" -0.700549974357447
"walking" 27 "meanTimeBodyAccelerationJerkStandardDeviation-Y" -0.674792293475665
"walking" 27 "meanTimeBodyAccelerationJerkStandardDeviation-Z" -0.783632076781915
"walking" 27 "meanTimeBodyAccelerationMagnitudeMean" -0.627947737417819
"walking" 27 "meanTimeBodyAccelerationMagnitudeStandardDeviation" -0.677874152031915
"walking" 27 "meanTimeBodyAccelerationMean-X" 0.277264567074468
"walking" 27 "meanTimeBodyAccelerationMean-Y" -0.0167969215592152
"walking" 27 "meanTimeBodyAccelerationMean-Z" -0.110848300413564
"walking" 27 "meanTimeBodyAccelerationStandardDeviation-X" -0.660976085218085
"walking" 27 "meanTimeBodyAccelerationStandardDeviation-Y" -0.630460488658511
"walking" 27 "meanTimeBodyAccelerationStandardDeviation-Z" -0.68321532587766
"walking" 27 "meanTimeBodyGyroscopeJerkMagnitudeMean" -0.823067662473404
"walking" 27 "meanTimeBodyGyroscopeJerkMagnitudeStandardDeviation" -0.837212879564096
"walking" 27 "meanTimeBodyGyroscopeJerkMean-X" -0.0893066039356303
"walking" 27 "meanTimeBodyGyroscopeJerkMean-Y" -0.0450414487725798
"walking" 27 "meanTimeBodyGyroscopeJerkMean-Z" -0.0586254676047872
"walking" 27 "meanTimeBodyGyroscopeJerkStandardDeviation-X" -0.8210758325
"walking" 27 "meanTimeBodyGyroscopeJerkStandardDeviation-Y" -0.837320211489362
"walking" 27 "meanTimeBodyGyroscopeJerkStandardDeviation-Z" -0.782945588829787
"walking" 27 "meanTimeBodyGyroscopeMagnitudeMean" -0.694016019806117
"walking" 27 "meanTimeBodyGyroscopeMagnitudeStandardDeviation" -0.754713306440957
"walking" 27 "meanTimeBodyGyroscopeMean-X" -0.0608887602789628
"walking" 27 "meanTimeBodyGyroscopeMean-Y" -0.0552177945716489
"walking" 27 "meanTimeBodyGyroscopeMean-Z" 0.108947089653191
"walking" 27 "meanTimeBodyGyroscopeStandardDeviation-X" -0.795853557018617
"walking" 27 "meanTimeBodyGyroscopeStandardDeviation-Y" -0.802048718989362
"walking" 27 "meanTimeBodyGyroscopeStandardDeviation-Z" -0.674128512103723
"walking" 27 "meanTimeGravityAccelerationMagnitudeMean" -0.627947737417819
"walking" 27 "meanTimeGravityAccelerationMagnitudeStandardDeviation" -0.677874152031915
"walking" 27 "meanTimeGravityAccelerationMean-X" 0.627230079867021
"walking" 27 "meanTimeGravityAccelerationMean-Y" 0.032242387143617
"walking" 27 "meanTimeGravityAccelerationMean-Z" 0.14116869604876
"walking" 27 "meanTimeGravityAccelerationStandardDeviation-X" -0.974620173404255
"walking" 27 "meanTimeGravityAccelerationStandardDeviation-Y" -0.972505174787234
"walking" 27 "meanTimeGravityAccelerationStandardDeviation-Z" -0.959200394414894
"walking" 28 "meanFrequencyBodyAccelerationJerkMean-X" -0.686723799059424
"walking" 28 "meanFrequencyBodyAccelerationJerkMean-Y" -0.670718095926963
"walking" 28 "meanFrequencyBodyAccelerationJerkMean-Z" -0.779061720358639
"walking" 28 "meanFrequencyBodyAccelerationJerkStandardDeviation-X" -0.704073382410995
"walking" 28 "meanFrequencyBodyAccelerationJerkStandardDeviation-Y" -0.654855915271466
"walking" 28 "meanFrequencyBodyAccelerationJerkStandardDeviation-Z" -0.821715494424084
"walking" 28 "meanFrequencyBodyAccelerationMagnitudeMean" -0.628763247405236
"walking" 28 "meanFrequencyBodyAccelerationMagnitudeStandardDeviation" -0.696993999667801
"walking" 28 "meanFrequencyBodyAccelerationMean-X" -0.654156519193717
"walking" 28 "meanFrequencyBodyAccelerationMean-Y" -0.584932500113874
"walking" 28 "meanFrequencyBodyAccelerationMean-Z" -0.715134474431937
"walking" 28 "meanFrequencyBodyAccelerationStandardDeviation-X" -0.647807192984293
"walking" 28 "meanFrequencyBodyAccelerationStandardDeviation-Y" -0.595110472615916
"walking" 28 "meanFrequencyBodyAccelerationStandardDeviation-Z" -0.695767279528796
"walking" 28 "meanFrequencyBodyBodyAccelerationJerkMagnitudeMean" -0.675428720467801
"walking" 28 "meanFrequencyBodyBodyAccelerationJerkMagnitudeStandardDeviation" -0.706415829342932
"walking" 28 "meanFrequencyBodyBodyGyroscopeJerkMagnitudeMean" -0.806882151753927
"walking" 28 "meanFrequencyBodyBodyGyroscopeJerkMagnitudeStandardDeviation" -0.818448508376963
"walking" 28 "meanFrequencyBodyBodyGyroscopeMagnitudeMean" -0.73790809206911
"walking" 28 "meanFrequencyBodyBodyGyroscopeMagnitudeStandardDeviation" -0.743784612693717
"walking" 28 "meanFrequencyBodyGyroscopeMean-X" -0.674356656020942
"walking" 28 "meanFrequencyBodyGyroscopeMean-Y" -0.747067907931937
"walking" 28 "meanFrequencyBodyGyroscopeMean-Z" -0.673513886890838
"walking" 28 "meanFrequencyBodyGyroscopeStandardDeviation-X" -0.762030978010471
"walking" 28 "meanFrequencyBodyGyroscopeStandardDeviation-Y" -0.740819453429319
"walking" 28 "meanFrequencyBodyGyroscopeStandardDeviation-Z" -0.700291282881152
"walking" 28 "meanTimeBodyAccelerationJerkMagnitudeMean" -0.689429387759162
"walking" 28 "meanTimeBodyAccelerationJerkMagnitudeStandardDeviation" -0.687703433627487
"walking" 28 "meanTimeBodyAccelerationJerkMean-X" 0.0807263062382199
"walking" 28 "meanTimeBodyAccelerationJerkMean-Y" 0.0138224436546073
"walking" 28 "meanTimeBodyAccelerationJerkMean-Z" 0.000824208324801046
"walking" 28 "meanTimeBodyAccelerationJerkStandardDeviation-X" -0.680813725392147
"walking" 28 "meanTimeBodyAccelerationJerkStandardDeviation-Y" -0.651619848945026
"walking" 28 "meanTimeBodyAccelerationJerkStandardDeviation-Z" -0.800870581884817
"walking" 28 "meanTimeBodyAccelerationMagnitudeMean" -0.610030902501309
"walking" 28 "meanTimeBodyAccelerationMagnitudeStandardDeviation" -0.635821226515969
"walking" 28 "meanTimeBodyAccelerationMean-X" 0.277532554764398
"walking" 28 "meanTimeBodyAccelerationMean-Y" -0.0191721442063089
"walking" 28 "meanTimeBodyAccelerationMean-Z" -0.109710873104188
"walking" 28 "meanTimeBodyAccelerationStandardDeviation-X" -0.649040391307853
"walking" 28 "meanTimeBodyAccelerationStandardDeviation-Y" -0.573651895933508
"walking" 28 "meanTimeBodyAccelerationStandardDeviation-Z" -0.685821415026178
"walking" 28 "meanTimeBodyGyroscopeJerkMagnitudeMean" -0.78929494326178
"walking" 28 "meanTimeBodyGyroscopeJerkMagnitudeStandardDeviation" -0.805738383010471
"walking" 28 "meanTimeBodyGyroscopeJerkMean-X" -0.0881213551172775
"walking" 28 "meanTimeBodyGyroscopeJerkMean-Y" -0.0447972595862042
"walking" 28 "meanTimeBodyGyroscopeJerkMean-Z" -0.0607680707408115
"walking" 28 "meanTimeBodyGyroscopeJerkStandardDeviation-X" -0.720515676293194
"walking" 28 "meanTimeBodyGyroscopeJerkStandardDeviation-Y" -0.825038783246073
"walking" 28 "meanTimeBodyGyroscopeJerkStandardDeviation-Z" -0.769755981125654
"walking" 28 "meanTimeBodyGyroscopeMagnitudeMean" -0.648538641430367
"walking" 28 "meanTimeBodyGyroscopeMagnitudeStandardDeviation" -0.710956808836911
"walking" 28 "meanTimeBodyGyroscopeMean-X" -0.064496354556466
"walking" 28 "meanTimeBodyGyroscopeMean-Y" -0.0471474023101021
"walking" 28 "meanTimeBodyGyroscopeMean-Z" 0.100840281329581
"walking" 28 "meanTimeBodyGyroscopeStandardDeviation-X" -0.740276591873298
"walking" 28 "meanTimeBodyGyroscopeStandardDeviation-Y" -0.741285540196335
"walking" 28 "meanTimeBodyGyroscopeStandardDeviation-Z" -0.669789662889791
"walking" 28 "meanTimeGravityAccelerationMagnitudeMean" -0.610030902501309
"walking" 28 "meanTimeGravityAccelerationMagnitudeStandardDeviation" -0.635821226515969
"walking" 28 "meanTimeGravityAccelerationMean-X" 0.62376789513089
"walking" 28 "meanTimeGravityAccelerationMean-Y" -0.14757775521466
"walking" 28 "meanTimeGravityAccelerationMean-Z" -0.0469931021049738
"walking" 28 "meanTimeGravityAccelerationStandardDeviation-X" -0.973873328062827
"walking" 28 "meanTimeGravityAccelerationStandardDeviation-Y" -0.960365626256545
"walking" 28 "meanTimeGravityAccelerationStandardDeviation-Z" -0.946225637251309
"walking" 29 "meanFrequencyBodyAccelerationJerkMean-X" -0.629875853152035
"walking" 29 "meanFrequencyBodyAccelerationJerkMean-Y" -0.641289075786337
"walking" 29 "meanFrequencyBodyAccelerationJerkMean-Z" -0.768433928313954
"walking" 29 "meanFrequencyBodyAccelerationJerkStandardDeviation-X" -0.651564188964826
"walking" 29 "meanFrequencyBodyAccelerationJerkStandardDeviation-Y" -0.655526116655523
"walking" 29 "meanFrequencyBodyAccelerationJerkStandardDeviation-Z" -0.818292780813954
"walking" 29 "meanFrequencyBodyAccelerationMagnitudeMean" -0.589294014734302
"walking" 29 "meanFrequencyBodyAccelerationMagnitudeStandardDeviation" -0.639314176054942
"walking" 29 "meanFrequencyBodyAccelerationMean-X" -0.579901000186134
"walking" 29 "meanFrequencyBodyAccelerationMean-Y" -0.587686308146221
"walking" 29 "meanFrequencyBodyAccelerationMean-Z" -0.680547675465116
"walking" 29 "meanFrequencyBodyAccelerationStandardDeviation-X" -0.5727879490375
"walking" 29 "meanFrequencyBodyAccelerationStandardDeviation-Y" -0.630978844851831
"walking" 29 "meanFrequencyBodyAccelerationStandardDeviation-Z" -0.602550925183721
"walking" 29 "meanFrequencyBodyBodyAccelerationJerkMagnitudeMean" -0.609879937469099
"walking" 29 "meanFrequencyBodyBodyAccelerationJerkMagnitudeStandardDeviation" -0.636434470547384
"walking" 29 "meanFrequencyBodyBodyGyroscopeJerkMagnitudeMean" -0.840464164156977
"walking" 29 "meanFrequencyBodyBodyGyroscopeJerkMagnitudeStandardDeviation" -0.851462426569767
"walking" 29 "meanFrequencyBodyBodyGyroscopeMagnitudeMean" -0.722018434984302
"walking" 29 "meanFrequencyBodyBodyGyroscopeMagnitudeStandardDeviation" -0.671454324368401
"walking" 29 "meanFrequencyBodyGyroscopeMean-X" -0.685747413486628
"walking" 29 "meanFrequencyBodyGyroscopeMean-Y" -0.735972301656977
"walking" 29 "meanFrequencyBodyGyroscopeMean-Z" -0.689221357718023
"walking" 29 "meanFrequencyBodyGyroscopeStandardDeviation-X" -0.752567831707849
"walking" 29 "meanFrequencyBodyGyroscopeStandardDeviation-Y" -0.588857987485174
"walking" 29 "meanFrequencyBodyGyroscopeStandardDeviation-Z" -0.749163172296512
"walking" 29 "meanTimeBodyAccelerationJerkMagnitudeMean" -0.664538060484884
"walking" 29 "meanTimeBodyAccelerationJerkMagnitudeStandardDeviation" -0.620472049862791
"walking" 29 "meanTimeBodyAccelerationJerkMean-X" 0.0788382324713372
"walking" 29 "meanTimeBodyAccelerationJerkMean-Y" 0.00900161248883721
"walking" 29 "meanTimeBodyAccelerationJerkMean-Z" -0.00355290542467733
"walking" 29 "meanTimeBodyAccelerationJerkStandardDeviation-X" -0.623456414216366
"walking" 29 "meanTimeBodyAccelerationJerkStandardDeviation-Y" -0.635499779848779
"walking" 29 "meanTimeBodyAccelerationJerkStandardDeviation-Z" -0.793746797790698
"walking" 29 "meanTimeBodyAccelerationMagnitudeMean" -0.553585593347965
"walking" 29 "meanTimeBodyAccelerationMagnitudeStandardDeviation" -0.579067216088081
"walking" 29 "meanTimeBodyAccelerationMean-X" 0.279111521944767
"walking" 29 "meanTimeBodyAccelerationMean-Y" -0.018471953048314
"walking" 29 "meanTimeBodyAccelerationMean-Z" -0.108675612269477
"walking" 29 "meanTimeBodyAccelerationStandardDeviation-X" -0.574295395364826
"walking" 29 "meanTimeBodyAccelerationStandardDeviation-Y" -0.598400275636657
"walking" 29 "meanTimeBodyAccelerationStandardDeviation-Z" -0.606461283926453
"walking" 29 "meanTimeBodyGyroscopeJerkMagnitudeMean" -0.802293906366279
"walking" 29 "meanTimeBodyGyroscopeJerkMagnitudeStandardDeviation" -0.840156364186047
"walking" 29 "meanTimeBodyGyroscopeJerkMean-X" -0.100707751809855
"walking" 29 "meanTimeBodyGyroscopeJerkMean-Y" -0.0464322029527616
"walking" 29 "meanTimeBodyGyroscopeJerkMean-Z" -0.052785999031686
"walking" 29 "meanTimeBodyGyroscopeJerkStandardDeviation-X" -0.736117664139535
"walking" 29 "meanTimeBodyGyroscopeJerkStandardDeviation-Y" -0.853639613139535
"walking" 29 "meanTimeBodyGyroscopeJerkStandardDeviation-Z" -0.770221314302326
"walking" 29 "meanTimeBodyGyroscopeMagnitudeMean" -0.602228993700349
"walking" 29 "meanTimeBodyGyroscopeMagnitudeStandardDeviation" -0.653732301592151
"walking" 29 "meanTimeBodyGyroscopeMean-X" -0.0101831910869331
"walking" 29 "meanTimeBodyGyroscopeMean-Y" -0.0882883296441861
"walking" 29 "meanTimeBodyGyroscopeMean-Z" 0.0881626266546221
"walking" 29 "meanTimeBodyGyroscopeStandardDeviation-X" -0.73469927369157
"walking" 29 "meanTimeBodyGyroscopeStandardDeviation-Y" -0.634569173421512
"walking" 29 "meanTimeBodyGyroscopeStandardDeviation-Z" -0.713864583982558
"walking" 29 "meanTimeGravityAccelerationMagnitudeMean" -0.553585593347965
"walking" 29 "meanTimeGravityAccelerationMagnitudeStandardDeviation" -0.579067216088081
"walking" 29 "meanTimeGravityAccelerationMean-X" 0.683067625610465
"walking" 29 "meanTimeGravityAccelerationMean-Y" 0.115489757911628
"walking" 29 "meanTimeGravityAccelerationMean-Z" 0.208215370043721
"walking" 29 "meanTimeGravityAccelerationStandardDeviation-X" -0.973282885843023
"walking" 29 "meanTimeGravityAccelerationStandardDeviation-Y" -0.964643161017442
"walking" 29 "meanTimeGravityAccelerationStandardDeviation-Z" -0.941621790232558
"walking" 30 "meanFrequencyBodyAccelerationJerkMean-X" -0.687500175929737
"walking" 30 "meanFrequencyBodyAccelerationJerkMean-Y" -0.673531648002105
"walking" 30 "meanFrequencyBodyAccelerationJerkMean-Z" -0.756194273026316
"walking" 30 "meanFrequencyBodyAccelerationJerkStandardDeviation-X" -0.704654632481579
"walking" 30 "meanFrequencyBodyAccelerationJerkStandardDeviation-Y" -0.674468572368421
"walking" 30 "meanFrequencyBodyAccelerationJerkStandardDeviation-Z" -0.808123375105263
"walking" 30 "meanFrequencyBodyAccelerationMagnitudeMean" -0.602781617891316
"walking" 30 "meanFrequencyBodyAccelerationMagnitudeStandardDeviation" -0.649528262112237
"walking" 30 "meanFrequencyBodyAccelerationMean-X" -0.638006842653684
"walking" 30 "meanFrequencyBodyAccelerationMean-Y" -0.560863889992895
"walking" 30 "meanFrequencyBodyAccelerationMean-Z" -0.637566464086842
"walking" 30 "meanFrequencyBodyAccelerationStandardDeviation-X" -0.612463962072947
"walking" 30 "meanFrequencyBodyAccelerationStandardDeviation-Y" -0.534859370813421
"walking" 30 "meanFrequencyBodyAccelerationStandardDeviation-Z" -0.513563951889316
"walking" 30 "meanFrequencyBodyBodyAccelerationJerkMagnitudeMean" -0.658315874783684
"walking" 30 "meanFrequencyBodyBodyAccelerationJerkMagnitudeStandardDeviation" -0.667237615620999
"walking" 30 "meanFrequencyBodyBodyGyroscopeJerkMagnitudeMean" -0.812135244605263
"walking" 30 "meanFrequencyBodyBodyGyroscopeJerkMagnitudeStandardDeviation" -0.823614839026316
